what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1434933097384
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1434933097384
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1434933097384
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1434933097384
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1434933097385
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1434933097385
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1434933097385
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1434933097385
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1434933097386
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1434933097386
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1434933097386
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1434933097386
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1434933097387
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1434933097387
started,bundle,org.eclipse.php.core,2.2.0.v20100616-1900,"org.eclipse.php.core",1434933097387
started,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1434933097388
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1434933097388
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1434933097388
started,bundle,org.eclipse.php.server.core,2.2.0.v20100616-1900,"org.eclipse.php.server.core",1434933097388
started,bundle,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui",1434933097389
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1434933097389
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1434933097390
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1434933097390
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1434933097390
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1434933097391
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1434933097391
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1434933097392
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1434933097392
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1434933097392
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1434933097393
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1434933097393
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1434933097393
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1434933097393
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1434933097393
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1434933097394
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1434933097394
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1434933097395
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1434933097395
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1434933097395
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1434933097395
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1434933097395
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1434933097396
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1434933097396
os,sysinfo,,,"macosx",1434933097398
arch,sysinfo,,,"x86_64",1434933097398
ws,sysinfo,,,"cocoa",1434933097398
locale,sysinfo,,,"en_US",1434933097398
processors,sysinfo,,,"8",1434933097398
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1434933097398
java.runtime.version,sysinfo,,,"1.6.0_65-b14-466.1-11M4716",1434933097398
java.specification.name,sysinfo,,,"Java Platform API Specification",1434933097398
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1434933097398
java.specification.version,sysinfo,,,"1.6",1434933097398
java.vendor,sysinfo,,,"Apple Inc.",1434933097398
java.version,sysinfo,,,"1.6.0_65",1434933097398
java.vm.info,sysinfo,,,"mixed mode",1434933097398
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1434933097398
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1434933097398
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1434933097398
java.vm.specification.version,sysinfo,,,"1.0",1434933097398
java.vm.vendor,sysinfo,,,"Apple Inc.",1434933097398
java.vm.version,sysinfo,,,"20.65-b04-466.1",1434933097398
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.core",1434933100421
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1434933100438
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434933100449
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1434933100454
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434933100629
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434933100801
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1434933858066
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1434933858074
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1434933858083
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1434933858090
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1434933858095
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1434933858096
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1434933858105
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1434933858106
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1434933858141
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1434933858143
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434933858355
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1434933858482
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1434933858556
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1434933858561
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1434933858563
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1434933858570
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1434933858576
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1434933858586
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1434933858596
started,bundle,org.eclipse.rse.ui,3.1.100.v201005282245,"org.eclipse.rse.ui",1434933858631
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1434933858633
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434933864254
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434933894354
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1434933894448
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1434933894484
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1434933894598
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1434933894602
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1434933894714
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1434933894727
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1434933894967
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1434933895044
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1434933895090
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434933895116
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1434933895161
activated,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1434933902881
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434933902944
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434933902953
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434933902975
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1434933902985
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434933906009
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934095807
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1434934096000
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1434934096065
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1434934096076
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934101122
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934108380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934114957
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934121176
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1434934132884
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1434934132896
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934132926
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434934132940
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1434934138194
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934141530
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934144668
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1434934144719
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1434934155271
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934155299
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934155380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934159976
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.rename",1434934160022
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434934162679
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434934175729
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934177396
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934184107
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934187144
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934192899
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934194811
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934201559
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434934203547
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934212382
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434934293318
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434934293338
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934293365
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434934293383
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434934295833
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1434934297112
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1434934297757
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434934298630
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434934299180
closed,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434934301873
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434934303052
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1434934303510
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1434934303533
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1434934303560
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1434934303571
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434934304059
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434936728048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434936738132
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434937309082
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434937310904
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1434937311829
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434937312827
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1434937315546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434937378405
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434939199474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1434939217620
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434939238814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434939239961
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434939241962
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1434939242016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434939326178
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940063088
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940071040
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940292858
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940294992
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940460558
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434940464364
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434940473265
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434940473948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434940552892
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434940556405
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1434940558298
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940628448
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940680053
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434940689980
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434940702169
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434940714804
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434940717770
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434940720339
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434940721235
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434940721972
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434940722157
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1434940725474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1434940725971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1434940726249
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1434940726452
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1434940726640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1434940726841
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1434940738288
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434940741239
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940801019
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940816006
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1434940854160
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434940862696
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940893571
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434940997263
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434941010697
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434941011749
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434941015535
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1434941015716
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434941017317
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1434941017512
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434941033154
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434941034547
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1434941035914
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1434941036066
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941048710
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941094271
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941108065
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941143880
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941148977
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941155097
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941171195
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434941196812
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434941199613
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434941200315
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1434941201189
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434941209493
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434941213635
